hid,dname,pwgt,ppopwgt,relation,partner,children,age,sex,immigr,educ,educ_c,emp,ptime,status1,gross1,hpopwgt,nhhmem,hitsi,hitsu,hitp,hxit,dhi,factor,grossnet,_merge,depemp,achildcat,livepartner,hourwage,logwage,agesq,youngchild,oldchild,mededuc,hieduc,miss_comp,dhi_tb,edhi_tb,poor,thresh
372,us04,.057933234,1686.8199,[1000]head,[110]living with partner,[120]living with own children 6-12,49,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,1686.8199,7,7987,,0,2808,48203,30280,[120]taxes and contributions imputed,matched (3),,6-17 years,1,,,2401,0,1,1,0,0,48203,18219.021,0,15015.644
372,us04,.057933234,1686.8199,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,49,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,14.4,1686.8199,7,7987,,0,2808,48203,30280,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,14.4,2.6672282,2401,0,1,1,0,0,48203,18219.021,0,15015.644
373,us04,.12294044,3579.6101,[1000]head,[110]living with partner,[200]not living with own children,25,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6000004,3579.6101,2,0,,0,10895,43207,54102,[120]taxes and contributions imputed,matched (3),1,no children <18,1,9.6000004,2.2617631,625,0,0,1,0,0,43207,30551.963,0,15015.644
375,us04,.054629967,1590.64,[1000]head,[110]living with partner,[120]living with own children 6-12,38,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,21.6,1590.64,4,0,,0,15720,74430,88010,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,21.6,3.0726933,1444,0,1,0,1,0,74430,37215,0,15015.644
375,us04,.054629967,1590.64,[2000]spouse/partner,[110]living with partner,[120]living with own children 6-12,37,[1]male,[0]not immigrant,[3]high,11,[1]employed,[0]full-time,[100]dependent employed,20.700001,1590.64,4,0,,0,15720,74430,88010,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,20.700001,3.0301337,1369,0,1,0,1,0,74430,37215,0,15015.644
377,us04,.058692936,1708.9399,[1000]head,[200]does not have partner,[140]living with own children 18+,48,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,28.799999,1708.9399,3,0,,0,29490,86710,116200,[120]taxes and contributions imputed,matched (3),1,no children <18,0,28.799999,3.3603754,2304,0,0,1,0,0,86710,50062.043,0,15015.644
377,us04,.07162267,2085.4099,[4100]other relative,[200]does not have partner,,52,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,14.4,1708.9399,3,0,,0,29490,86710,116200,[120]taxes and contributions imputed,matched (3),1,,0,14.4,2.6672282,2704,,,1,0,0,86710,50062.043,0,15015.644
377,us04,.053118113,1546.62,[3000]child,[200]does not have partner,,26,[2]female,[0]not immigrant,[3]high,13,[1]employed,,[100]dependent employed,,1708.9399,3,0,,0,29490,86710,116200,[120]taxes and contributions imputed,matched (3),1,,0,,,676,,,0,1,0,86710,50062.043,0,15015.644
378,us04,.095815733,2789.8301,[1000]head,[200]does not have partner,[200]not living with own children,40,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,2789.8301,1,3000,,0,2620,14380,14000,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,1600,0,0,1,0,0,14380,14380,1,15015.644
379,us04,.091324821,2659.0701,[1000]head,[110]living with partner,[200]not living with own children,53,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[200]self-employed,,2659.0701,2,0,,0,6903,26869,33772,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2809,0,0,1,0,0,26869,18999.252,0,15015.644
379,us04,.091324821,2659.0701,[2000]spouse/partner,[110]living with partner,[200]not living with own children,52,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,38.5,2659.0701,2,0,,0,6903,26869,33772,[120]taxes and contributions imputed,matched (3),1,no children <18,1,38.5,3.6506581,2704,0,0,1,0,0,26869,18999.252,0,15015.644
380,us04,.049223091,1433.21,[1000]head,[110]living with partner,[110]living with own children aged 0-5,41,[1]male,[0]not immigrant,[3]high,11,[1]employed,[0]full-time,[100]dependent employed,19.200001,1433.21,8,0,,0,8898,70373,71292,[120]taxes and contributions imputed,matched (3),1,<6 years,1,19.200001,2.9549103,1681,1,0,0,1,0,70373,24880.613,0,15015.644
380,us04,.049223091,1433.21,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,35,[2]female,[0]not immigrant,[3]high,14,[1]employed,[1]part-time,[200]self-employed,,1433.21,8,0,,0,8898,70373,71292,[120]taxes and contributions imputed,matched (3),0,<6 years,1,,,1225,1,0,0,1,0,70373,24880.613,0,15015.644
381,us04,.10939594,3185.24,[4120]grandchild or greatgrandchild,[200]does not have partner,,29,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,9.6000004,3548.6599,2,14191,,0,5510,43153,27000,[120]taxes and contributions imputed,matched (3),1,,0,9.6000004,2.2617631,841,,,1,0,0,43153,30513.779,0,15015.644
383,us04,.076812834,2236.53,[3000]child,[200]does not have partner,,33,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,16.5,3422.1201,2,0,,0,7663,35337,43000,[120]taxes and contributions imputed,matched (3),1,,0,16.5,2.8033605,1089,,,0,1,0,35337,24987.033,0,15015.644
384,us04,.062365755,1815.88,[1000]head,[110]living with partner,[110]living with own children aged 0-5,25,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,7.0999999,1815.88,5,0,,0,765,27877,10000,[120]taxes and contributions imputed,matched (3),1,<6 years,1,7.0999999,1.9600948,625,1,0,1,0,0,27877,12466.974,1,15015.644
384,us04,.062365755,1815.88,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,27,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,1815.88,5,0,,0,765,27877,10000,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,729,1,0,1,0,0,27877,12466.974,1,15015.644
386,us04,.11141025,3243.8899,[1000]head,[200]does not have partner,[200]not living with own children,25,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,3243.8899,1,12650,,5000,877,18473,500,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,625,0,0,1,0,0,18473,18473,0,15015.644
387,us04,.099429473,2895.05,[1000]head,[200]does not have partner,[200]not living with own children,43,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,21.6,2895.05,1,0,,0,11432,34721,46153,[120]taxes and contributions imputed,matched (3),1,no children <18,0,21.6,3.0726933,1849,0,0,1,0,0,34721,34721,0,15015.644
388,us04,.051571574,1501.59,[1000]head,[110]living with partner,[130]living with own children 13-17,45,[1]male,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,47.099998,1501.59,4,0,,0,34756,89126,123442,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,47.099998,3.852273,2025,0,1,0,1,0,89126,44563,0,15015.644
388,us04,.051571574,1501.59,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,44,[2]female,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,9.6000004,1501.59,4,0,,0,34756,89126,123442,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,9.6000004,2.2617631,1936,0,1,0,1,0,89126,44563,0,15015.644
390,us04,.043340195,1261.92,[1000]head,[110]living with partner,[120]living with own children 6-12,40,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[200]self-employed,,1261.92,5,0,,26280,27966,108678,105650,[120]taxes and contributions imputed,matched (3),0,6-17 years,1,,,1600,0,1,1,0,0,108678,48602.277,0,15015.644
390,us04,.043340195,1261.92,[2200]cohabiting partner,[110]living with partner,[120]living with own children 6-12,46,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,41.599998,1261.92,5,0,,26280,27966,108678,105650,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,41.599998,3.7281001,2116,0,1,0,1,0,108678,48602.277,0,15015.644
391,us04,.051971346,1513.23,[1000]head,[200]does not have partner,[110]living with own children aged 0-5,27,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,26.4,1513.23,2,0,,0,11014,44849,54863,[120]taxes and contributions imputed,matched (3),1,<6 years,0,26.4,3.2733641,729,1,0,1,0,0,44849,31713.031,0,15015.644
392,us04,.050275754,1463.86,[1000]head,[110]living with partner,[110]living with own children aged 0-5,36,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,38.5,1463.86,4,0,,0,13936,68169,80105,[120]taxes and contributions imputed,matched (3),1,<6 years,1,38.5,3.6506581,1296,1,0,0,1,0,68169,34084.5,0,15015.644
392,us04,.050275754,1463.86,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,31,[2]female,[0]not immigrant,[3]high,13,[0]not employed,,,,1463.86,4,0,,0,13936,68169,80105,[120]taxes and contributions imputed,matched (3),,<6 years,1,,,961,1,0,0,1,0,68169,34084.5,0,15015.644
394,us04,.083272718,2424.6201,[1000]head,[200]does not have partner,[200]not living with own children,44,[2]female,[0]not immigrant,[2]medium,9,[0]not employed,,,,2424.6201,1,16399,,0,0,23764,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,1936,0,0,1,0,0,23764,23764,0,15015.644
398,us04,.091324821,2659.0701,[1000]head,[110]living with partner,[200]not living with own children,50,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[200]self-employed,,2659.0701,2,0,,0,17741,59613,77354,[120]taxes and contributions imputed,matched (3),0,no children <18,1,,,2500,0,0,1,0,0,59613,42152.758,0,15015.644
398,us04,.091324821,2659.0701,[2000]spouse/partner,[110]living with partner,[200]not living with own children,53,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,25.5,2659.0701,2,0,,0,17741,59613,77354,[120]taxes and contributions imputed,matched (3),1,no children <18,1,25.5,3.2386785,2809,0,0,1,0,0,59613,42152.758,0,15015.644
399,us04,.054876558,1597.8199,[1000]head,[110]living with partner,[110]living with own children aged 0-5,42,[1]male,[0]not immigrant,[2]medium,9,[1]employed,,[200]self-employed,,1597.8199,5,19358,,0,1073,107137,9800,[120]taxes and contributions imputed,matched (3),0,<6 years,1,,,1764,1,0,1,0,0,107137,47913.121,0,15015.644
399,us04,.054876558,1597.8199,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,36,[2]female,[0]not immigrant,[2]medium,10,[1]employed,,[100]dependent employed,,1597.8199,5,19358,,0,1073,107137,9800,[120]taxes and contributions imputed,matched (3),1,<6 years,1,,,1296,1,0,1,0,0,107137,47913.121,0,15015.644
403,us04,.096931241,2822.3101,[1000]head,[200]does not have partner,[200]not living with own children,34,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,8.6999998,2822.3101,1,0,,0,4064,20941,25005,[120]taxes and contributions imputed,matched (3),1,no children <18,0,8.6999998,2.1633229,1156,0,0,1,0,0,20941,20941,0,15015.644
404,us04,.10274887,2991.7,[1000]head,[120]not living with partner,[140]living with own children 18+,49,[1]male,[0]not immigrant,[2]medium,10,[0]not employed,,,,2991.7,2,19147,,0,11515,81996,50000,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2401,0,0,1,0,0,81996,57979.926,0,15015.644
404,us04,.12247197,3565.97,[3000]child,[200]does not have partner,,27,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[1]part-time,[100]dependent employed,11.5,2991.7,2,19147,,0,11515,81996,50000,[120]taxes and contributions imputed,matched (3),1,,0,11.5,2.442347,729,,,1,0,0,81996,57979.926,0,15015.644
405,us04,.056376394,1641.49,[4100]other relative,[110]living with partner,,36,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,0,1299.42,6,0,,0,689,30691,9003,[120]taxes and contributions imputed,matched (3),1,,1,,,1296,,,1,0,0,30691,12529.548,1,15015.644
405,us04,.056376394,1641.49,[3000]child,[110]living with partner,,30,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,5.4000001,1299.42,6,0,,0,689,30691,9003,[120]taxes and contributions imputed,matched (3),1,,1,5.4000001,1.686399,900,,,1,0,0,30691,12529.548,1,15015.644
406,us04,.048225034,1404.15,[1000]head,[110]living with partner,[130]living with own children 13-17,53,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,43.299999,1404.15,3,0,,0,29495,95941,125166,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,43.299999,3.7681527,2809,0,1,1,0,0,95941,55391.563,0,15015.644
406,us04,.048225034,1404.15,[2000]spouse/partner,[110]living with partner,[130]living with own children 13-17,48,[2]female,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,16.799999,1404.15,3,0,,0,29495,95941,125166,[120]taxes and contributions imputed,matched (3),1,6-17 years,1,16.799999,2.8213789,2304,0,1,1,0,0,95941,55391.563,0,15015.644
408,us04,.062140454,1809.3199,[3000]child,[200]does not have partner,,33,[1]male,[0]not immigrant,[2]medium,9,[1]employed,[0]full-time,[100]dependent employed,21.200001,1864.38,3,38410,,0,10875,108021,79416,[120]taxes and contributions imputed,matched (3),1,,0,21.200001,3.0540013,1089,,,1,0,0,108021,62365.953,0,15015.644
409,us04,.079932012,2327.3501,[1000]head,[110]living with partner,[200]not living with own children,30,[2]female,[0]not immigrant,[3]high,15,[1]employed,[0]full-time,[100]dependent employed,38.5,2327.3501,2,0,,0,43993,123807,167800,[120]taxes and contributions imputed,matched (3),1,no children <18,1,38.5,3.6506581,900,0,0,0,1,0,123807,87544.766,0,15015.644
409,us04,.079932012,2327.3501,[2000]spouse/partner,[110]living with partner,[200]not living with own children,31,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,23.1,2327.3501,2,0,,0,43993,123807,167800,[120]taxes and contributions imputed,matched (3),1,no children <18,1,23.1,3.1398327,961,0,0,0,1,0,123807,87544.766,0,15015.644
410,us04,.041159995,1198.4399,[1000]head,[110]living with partner,[140]living with own children 18+,51,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,42.299999,1198.4399,4,0,,0,46303,134557,180860,[120]taxes and contributions imputed,matched (3),1,no children <18,1,42.299999,3.744787,2601,0,0,0,1,0,134557,67278.5,0,15015.644
410,us04,.041159995,1198.4399,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,51,[2]female,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,26.4,1198.4399,4,0,,0,46303,134557,180860,[120]taxes and contributions imputed,matched (3),1,no children <18,1,26.4,3.2733641,2601,0,0,1,0,0,134557,67278.5,0,15015.644
412,us04,.043340195,1261.92,[1000]head,[110]living with partner,[140]living with own children 18+,53,[1]male,[0]not immigrant,[2]medium,10,[1]employed,[0]full-time,[100]dependent employed,26.4,1261.92,3,0,,0,19197,72385,91582,[120]taxes and contributions imputed,matched (3),1,no children <18,1,26.4,3.2733641,2809,0,0,1,0,0,72385,41791.5,0,15015.644
412,us04,.043340195,1261.92,[2000]spouse/partner,[110]living with partner,[140]living with own children 18+,40,[2]female,[1]immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,11.5,1261.92,3,0,,0,19197,72385,91582,[120]taxes and contributions imputed,matched (3),1,no children <18,1,11.5,2.442347,1600,0,0,0,1,0,72385,41791.5,0,15015.644
413,us04,.096377596,2806.1899,[1000]head,[200]does not have partner,[200]not living with own children,49,[2]female,[0]not immigrant,[2]medium,10,[0]not employed,,,,2806.1899,1,0,,0,0,0,0,[120]taxes and contributions imputed,matched (3),,no children <18,0,,,2401,0,0,1,0,0,0,0,1,15015.644
414,us04,.10582685,3081.3201,[1000]head,[110]living with partner,[200]not living with own children,32,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,3.2,3081.3201,2,0,,0,4022,35803,28325,[120]taxes and contributions imputed,matched (3),1,no children <18,1,3.2,1.1631508,1024,0,0,0,1,0,35803,25316.545,0,15015.644
414,us04,.10582685,3081.3201,[2000]spouse/partner,[110]living with partner,[200]not living with own children,31,[2]female,[0]not immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,15,3081.3201,2,0,,0,4022,35803,28325,[120]taxes and contributions imputed,matched (3),1,no children <18,1,15,2.7080503,961,0,0,0,1,0,35803,25316.545,0,15015.644
415,us04,.062151443,1809.64,[1000]head,[110]living with partner,[110]living with own children aged 0-5,30,[1]male,[0]not immigrant,[3]high,13,[1]employed,[0]full-time,[100]dependent employed,13,1809.64,3,0,,0,8744,43756,51500,[120]taxes and contributions imputed,matched (3),1,<6 years,1,13,2.5649493,900,1,0,0,1,0,43756,25262.539,0,15015.644
417,us04,.0974629,2837.79,[1000]head,[110]living with partner,[200]not living with own children,49,[1]male,[0]not immigrant,[1]low,8,[1]employed,[0]full-time,[100]dependent employed,14.9,2837.79,2,450,,0,24029,71121,94700,[120]taxes and contributions imputed,matched (3),1,no children <18,1,14.9,2.7013612,2401,0,0,0,0,0,71121,50290.141,0,15015.644
418,us04,.061288018,1784.5,[1000]head,[110]living with partner,[110]living with own children aged 0-5,43,[1]male,[1]immigrant,[3]high,14,[1]employed,[0]full-time,[100]dependent employed,45.700001,1784.5,5,0,,0,48353,101547,147900,[120]taxes and contributions imputed,matched (3),1,<6 years,1,45.700001,3.8220983,1849,1,0,0,1,0,101547,45413.199,0,15015.644
418,us04,.061288018,1784.5,[2000]spouse/partner,[110]living with partner,[110]living with own children aged 0-5,43,[2]female,[1]immigrant,[3]high,16,[1]employed,[1]part-time,[100]dependent employed,37,1784.5,5,0,,0,48353,101547,147900,[120]taxes and contributions imputed,matched (3),1,<6 years,1,37,3.6109178,1849,1,0,0,1,0,101547,45413.199,0,15015.644
